1993 09 04 09 09    0.05   0.00    NaN   0.00
1993 09 04 09 19    0.05   0.00    NaN   0.00
1993 09 04 09 29    0.05   0.00    NaN   0.00
1993 09 04 09 39    0.05   0.00    NaN   0.00
1993 09 04 09 49    0.05   0.00    NaN   0.00
1993 09 04 09 59    0.05   0.00    NaN   0.00
1993 09 04 10 09    0.05   0.00    NaN   0.00
1993 09 04 10 19    0.05   0.00    NaN   0.00
1993 09 04 10 29    0.05   0.00    NaN   0.00
1993 09 04 10 39    0.05   0.00    NaN   0.00
1993 09 04 10 49    0.05   0.00    NaN   0.00
1993 09 04 10 59    0.05   0.00    NaN   0.00
1993 09 04 11 09    0.05   0.00    NaN   0.00
1993 09 04 11 19    0.05   0.00    NaN   0.00
1993 09 04 11 29    0.05   0.00    NaN   0.00
1993 09 04 11 39    0.05   0.00    NaN   0.00
1993 09 04 11 49    0.05   0.00    NaN   0.00
1993 09 04 11 59    0.05   0.00    NaN   0.00
1993 09 04 12 09    0.05   0.00    NaN   0.00
1993 09 04 12 19    0.05   0.00    NaN   0.00
1993 09 04 12 29    0.05   0.00    NaN   0.00
1993 09 04 12 39    0.05   0.00    NaN   0.00
1993 09 04 12 49    0.05   0.00    NaN   0.00
1993 09 04 12 59    0.05   0.00    NaN   0.00
1993 09 04 13 09    0.05   0.00    NaN   0.00
1993 09 04 13 19    0.05   0.00    NaN   0.00
1993 09 04 13 29    0.05   0.00    NaN   0.00
1993 09 04 13 39    0.05   0.00    NaN   0.00
1993 09 04 13 49    0.05   0.00    NaN   0.00
1993 09 04 13 59    0.05   0.00    NaN   0.00
1993 09 04 14 09    0.05   0.00    NaN   0.00
1993 09 04 14 19    0.05   0.00    NaN   0.00
